BlueTeam,RedTeam,Winner,GoldDifference,BlueTowers,BlueInhibitors,BlueDragons,BlueHerald,BlueBaron,RedTowers,RedInhibitors,RedDragons,RedHerald,RedBaron,BlueTop,BlueJungle,BlueMid,BlueADC,BlueSupport,RedTop,RedJungle,RedMid,RedADC,RedSupport
KLG,HAF,blueTeam,12349,8,1,3,Yes,No,0,0,0,No,No,Kled,Chogath,Taliyah,KogMaw,Braum,Malphite,RekSai,Orianna,Kalista,Gragas
HAF,KLG,redTeam,-1325,3,0,1,No,No,4,0,2,Yes,No,Gnar,Sejuani,Syndra,Tristana,Thresh,JarvanIV,Maokai,Orianna,Jhin,Braum
ISG,LK,redTeam,-1991,0,0,0,No,No,3,0,2,No,No,Rumble,Sejuani,Leblanc,KogMaw,Trundle,Renekton,Gragas,Cassiopeia,Varus,Braum
LK,ISG,redTeam,8602,6,1,1,No,No,2,0,2,Yes,No,Jax,Zac,Orianna,Varus,Taric,Trundle,Sejuani,Corki,Twitch,Morgana
HAF,RBT,blueTeam,1308,2,0,1,No,No,2,0,1,Yes,No,Gragas,Sejuani,Orianna,Jhin,Taric,Chogath,Khazix,Taliyah,Varus,Bard
FG,B2K,blueTeam,10081,6,0,1,Yes,No,0,0,1,No,No,Renekton,Elise,Katarina,Jhin,Karma,Shen,RekSai,Taliyah,Kalista,Morgana
LK,FG,redTeam,-1919,2,0,1,Yes,No,4,0,1,No,No,Chogath,Maokai,Cassiopeia,Caitlyn,Rakan,DrMundo,Gragas,Syndra,Jhin,Trundle
LK,FG,blueTeam,5241,4,0,2,Yes,Yes,3,0,0,No,No,Gnar,Maokai,Orianna,Varus,Blitzcrank,JarvanIV,Chogath,Syndra,Sivir,Thresh
FG,LK,blueTeam,2673,3,0,3,No,Yes,3,0,0,Yes,No,Shen,Gragas,Leblanc,Xayah,Trundle,Mordekaiser,Maokai,Orianna,Kalista,Thresh
FG,ISG,blueTeam,307,3,0,1,No,No,3,0,1,Yes,No,Jayce,Elise,Cassiopeia,Varus,Thresh,Gnar,LeeSin,Orianna,Kalista,Braum
FG,ISG,blueTeam,413,4,0,2,No,No,4,0,0,Yes,No,Maokai,Elise,Syndra,Tristana,Thresh,Renekton,LeeSin,Fizz,Kalista,Braum
KLG,ISG,redTeam,3146,4,0,1,No,No,2,0,1,Yes,No,Shen,Gragas,Galio,Caitlyn,Thresh,Chogath,JarvanIV,Corki,Jinx,Braum
KLG,ISG,blueTeam,7470,7,1,1,Yes,No,1,0,1,No,No,Shen,Sejuani,Taliyah,Caitlyn,Lulu,Trundle,JarvanIV,Lucian,KogMaw,Janna
JTH,LYN,redTeam,-1835,3,0,0,No,No,2,0,1,Yes,No,Rumble,Zac,Lucian,Varus,TahmKench,Galio,Elise,Corki,Ashe,Braum
PDS,SCW,blueTeam,2770,3,0,0,Yes,No,2,0,2,No,No,Kled,Elise,Vladimir,Caitlyn,Karma,Galio,LeeSin,Zed,Kennen,Lulu
SCW,PDS,redTeam,-8670,0,0,0,No,No,6,0,2,No,No,Shen,LeeSin,Syndra,Ashe,Lulu,Kennen,Ivern,Ekko,Varus,Karma
D9,INF,redTeam,-2088,1,0,1,Yes,No,3,0,2,No,No,Galio,Graves,Vladimir,Caitlyn,Karma,Fiora,Elise,Syndra,Varus,Lulu
GG,ZTG,blueTeam,11730,8,2,2,No,Yes,1,0,0,Yes,No,Shen,Elise,Leblanc,Ashe,Nami,Kled,Olaf,Kassadin,Kennen,Karma
GG,JTH,redTeam,-2365,2,0,1,No,No,4,0,1,No,Yes,Shen,Elise,Jayce,Xayah,Karma,Gragas,Ivern,Ahri,Twitch,Lulu
INF,SCW,blueTeam,10549,7,1,2,No,Yes,2,0,0,No,No,Kennen,Ivern,Syndra,Varus,Braum,Camille,Nidalee,Zed,Caitlyn,Lulu
SCW,INF,redTeam,-6140,2,0,0,No,No,6,0,2,Yes,No,Galio,Elise,Syndra,Xayah,Karma,Renekton,Olaf,Ekko,Caitlyn,Lulu
D9,LYN,blueTeam,-974,3,0,1,No,No,3,0,2,Yes,No,Fiora,Zac,Orianna,Lucian,Karma,Shen,Gragas,Ahri,Caitlyn,Zyra
LYN,D9,blueTeam,9662,6,0,1,Yes,No,0,0,0,No,No,Galio,Gragas,Lucian,Caitlyn,Lulu,Gnar,Elise,Viktor,Xayah,Karma
PDS,D9,redTeam,-1878,3,0,1,No,No,3,0,2,Yes,Yes,Kled,Elise,Ahri,Varus,Thresh,TahmKench,LeeSin,Orianna,Ashe,Zyra
GG,SCW,redTeam,-1302,4,0,1,Yes,No,5,1,1,No,Yes,Jayce,Ivern,Galio,Ashe,Karma,Gnar,Elise,Ekko,Varus,Thresh
JTH,ZTG,blueTeam,5177,5,0,2,No,Yes,1,0,0,Yes,No,Shen,Elise,Ahri,KogMaw,Sona,Kled,Khazix,Kassadin,Caitlyn,Karma
INF,LYN,redTeam,-6398,1,0,0,No,No,4,0,2,Yes,Yes,Kennen,Olaf,Cassiopeia,Jinx,Thresh,Gragas,Elise,Talon,Caitlyn,Karma
INF,GG,blueTeam,7856,6,0,2,Yes,No,2,0,0,No,No,Renekton,Elise,Taliyah,Twitch,Braum,Kled,Olaf,Orianna,Xayah,Rakan
JTH,D9,redTeam,-5017,1,0,1,No,No,3,0,1,Yes,No,Galio,Elise,Jayce,Twitch,Lulu,Kled,LeeSin,Orianna,Ashe,Karma
ZTG,SCW,blueTeam,3393,3,0,1,Yes,No,2,0,1,No,No,Galio,Zac,Orianna,Tristana,Bard,Kled,Gragas,Taliyah,Varus,Karma
SCW,ZTG,blueTeam,8141,5,0,2,Yes,Yes,1,0,1,No,No,Gnar,LeeSin,Taliyah,Xayah,Thresh,Shen,Gragas,Orianna,Varus,TahmKench
LYN,PDS,blueTeam,6540,5,0,1,Yes,No,0,0,0,No,Yes,Galio,Elise,Lucian,Varus,TahmKench,Irelia,Ivern,Orianna,Caitlyn,Thresh
PDS,LYN,blueTeam,-1904,1,0,0,No,No,2,0,2,No,No,Renekton,Gragas,Kassadin,Varus,Blitzcrank,Galio,Olaf,Orianna,Lucian,Thresh
LYN,GG,blueTeam,-1808,1,0,1,No,No,3,0,1,Yes,No,Galio,Rengar,Ahri,Twitch,Thresh,Shen,RekSai,Kassadin,Xayah,Rakan
GG,LYN,redTeam,-1151,4,0,0,Yes,No,4,0,2,No,No,Kled,Elise,Ekko,Xayah,Lulu,Shen,Khazix,Syndra,Ashe,TahmKench
PDS,JTH,blueTeam,3100,4,0,2,Yes,Yes,2,0,1,No,No,Renekton,Elise,Fizz,Varus,Thresh,Fiora,Nidalee,Syndra,Kennen,Blitzcrank
LYN,SCW,blueTeam,4289,3,0,1,Yes,No,0,0,1,No,No,JarvanIV,Elise,Syndra,Varus,TahmKench,Cassiopeia,LeeSin,Ahri,Caitlyn,Braum
SCW,LYN,redTeam,-1431,3,0,1,Yes,No,2,0,1,No,No,Renekton,Rengar,Ahri,Xayah,Thresh,Kled,LeeSin,Leblanc,Jhin,Braum
JTH,INF,redTeam,-4198,1,0,1,No,No,5,0,1,Yes,Yes,Fiora,Gragas,Viktor,Caitlyn,Zyra,JarvanIV,LeeSin,Leblanc,Varus,Blitzcrank
PDS,GG,blueTeam,-2238,1,0,0,No,No,3,0,2,Yes,No,Gnar,Gragas,Vladimir,Varus,Thresh,Renekton,LeeSin,Kassadin,Caitlyn,TahmKench
ZTG,D9,redTeam,-3286,2,0,1,No,No,4,0,0,Yes,No,Kennen,RekSai,Ahri,Caitlyn,Braum,Kled,Elise,Leblanc,Varus,Thresh
GG,D9,redTeam,-6378,0,0,1,No,No,3,0,1,No,No,JarvanIV,Elise,Galio,Ashe,Blitzcrank,Camille,Gragas,Syndra,Lucian,Thresh
INF,PDS,blueTeam,700,3,0,2,Yes,No,0,0,0,No,No,Fiora,LeeSin,Syndra,Kennen,Zyra,JarvanIV,Gragas,Corki,Varus,Braum
PDS,INF,redTeam,-8883,1,0,0,No,No,7,0,3,Yes,No,Fiora,Gragas,Kassadin,Caitlyn,TahmKench,Renekton,Elise,Taliyah,Jhin,Thresh
JTH,SCW,blueTeam,5002,6,0,2,Yes,No,2,0,1,No,No,Shen,LeeSin,Syndra,Tristana,Morgana,Kled,RekSai,Ahri,Caitlyn,Blitzcrank
ZTG,PDS,redTeam,-6050,2,0,0,No,No,6,1,2,Yes,Yes,Camille,Elise,Syndra,Sivir,Braum,Poppy,Gragas,Vladimir,Kalista,Thresh
LYN,D9,blueTeam,13767,8,2,3,Yes,Yes,1,0,0,No,No,Gnar,RekSai,Taliyah,Tristana,Alistar,Camille,Gragas,Ahri,Kalista,Braum
JTH,GG,redTeam,173,3,0,1,No,No,3,0,1,Yes,No,Gnar,RekSai,Corki,Xayah,Braum,Jayce,Gragas,Cassiopeia,Tristana,Thresh
INF,D9,redTeam,-5148,1,0,0,Yes,No,3,0,3,No,Yes,Renekton,RekSai,Leblanc,Tristana,Thresh,Kled,Sejuani,Corki,Kalista,Alistar
D9,INF,redTeam,690,4,0,1,Yes,No,3,0,1,No,No,Gnar,Sejuani,Orianna,Varus,Zyra,JarvanIV,Gragas,Taliyah,Xayah,Braum
ZTG,GG,blueTeam,3376,4,0,1,Yes,No,1,0,2,No,No,Fiora,Gragas,Corki,Varus,Thresh,Gnar,RekSai,Syndra,Kalista,Alistar
LYN,JTH,redTeam,-2224,1,0,0,No,No,4,0,2,Yes,No,Rumble,RekSai,Orianna,Tristana,Braum,Shen,Gragas,Leblanc,Kalista,Thresh
JTH,LYN,redTeam,-5313,1,0,0,No,No,3,0,2,No,Yes,Gnar,RekSai,Corki,Kalista,TahmKench,Camille,Gragas,Cassiopeia,Tristana,Alistar
GG,SCW,blueTeam,1339,3,0,2,No,No,1,0,0,No,No,Camille,Gragas,Kassadin,Tristana,Thresh,Shen,RekSai,Corki,Kalista,Braum
SCW,GG,redTeam,-3204,2,0,1,Yes,No,3,0,2,No,No,Renekton,RekSai,Taliyah,Kalista,Trundle,Kled,Gragas,Corki,KogMaw,Braum
INF,LYN,redTeam,-5564,2,0,0,Yes,No,7,0,0,No,Yes,Jax,Nidalee,Anivia,Caitlyn,Morgana,Camille,Elise,Galio,Jhin,Thresh
JTH,ZTG,blueTeam,4900,4,0,0,Yes,Yes,1,0,2,No,No,Gnar,Gragas,Syndra,Kalista,Rakan,Shen,Maokai,Corki,Twitch,Braum
JTH,D9,blueTeam,5952,5,0,1,No,No,1,0,1,Yes,No,Rumble,Maokai,Lucian,KogMaw,Trundle,Gnar,Chogath,Leblanc,Jhin,Braum
INF,GG,blueTeam,3408,3,0,2,No,No,0,0,0,No,No,Chogath,Sejuani,Corki,Tristana,Braum,Mordekaiser,Maokai,Lucian,Jhin,Trundle
GG,INF,blueTeam,3757,5,0,2,No,No,2,0,1,Yes,No,Rumble,Maokai,Lucian,Tristana,Alistar,Chogath,Gragas,Cassiopeia,KogMaw,Braum
PDS,LYN,redTeam,-3104,2,0,1,No,No,4,0,1,No,Yes,Gnar,Gragas,Orianna,Kalista,Karma,Chogath,Maokai,Taliyah,Tristana,Trundle
ZTG,SCW,blueTeam,-2589,2,0,1,Yes,No,3,0,2,No,No,Shen,Maokai,Kassadin,Tristana,Braum,Renekton,Sejuani,Corki,Kalista,Trundle
INF,ZTG,blueTeam,20,3,0,3,No,No,3,0,0,Yes,No,Poppy,Maokai,Syndra,Xayah,Rakan,Gnar,Sejuani,Velkoz,Tristana,Braum
GG,LYN,redTeam,-2572,2,0,0,No,No,2,0,2,No,No,Rumble,Sejuani,Cassiopeia,Tristana,Thresh,Shen,Gragas,Leblanc,Xayah,Alistar
LYN,GG,blueTeam,4189,1,0,0,No,Yes,1,0,2,No,No,Shen,Kayn,Galio,Kalista,Trundle,Rumble,Maokai,Talon,Xayah,Alistar
PDS,JTH,redTeam,1047,3,0,1,Yes,No,2,0,1,No,No,Gnar,Sejuani,Vladimir,Draven,Thresh,Chogath,Gragas,Orianna,Sivir,Braum
JTH,PDS,redTeam,-916,3,0,1,Yes,No,5,0,2,No,No,DrMundo,Elise,Lucian,KogMaw,Trundle,Chogath,Gragas,Syndra,Tristana,Blitzcrank
D9,SCW,blueTeam,7429,6,0,2,No,No,2,0,0,Yes,No,Camille,Sejuani,Taliyah,Caitlyn,Morgana,Kled,Elise,Jayce,Varus,Braum
SCW,D9,redTeam,-2882,3,0,0,Yes,No,4,0,2,No,Yes,Gragas,Elise,Leblanc,KogMaw,Braum,Camille,Sejuani,Kassadin,Kalista,Trundle
INF,JTH,blueTeam,7361,5,0,2,Yes,No,1,0,0,No,No,Rumble,JarvanIV,Lucian,Jhin,Thresh,Chogath,Gragas,Syndra,Twitch,Braum
JTH,INF,redTeam,-6311,2,0,1,Yes,No,6,0,2,No,No,Chogath,JarvanIV,Corki,Sivir,Braum,Renekton,Gragas,Taliyah,Tristana,Zyra
SCW,LYN,redTeam,-11152,1,0,0,No,No,7,0,3,Yes,Yes,Gragas,Khazix,Taliyah,Ashe,Maokai,Trundle,Kayn,Karthus,Kalista,Alistar
D9,ZTG,blueTeam,5257,6,0,3,No,Yes,2,0,0,Yes,No,Camille,Sejuani,Cassiopeia,Caitlyn,Alistar,Chogath,RekSai,Orianna,Tristana,Janna
GG,PDS,redTeam,-1394,1,0,1,Yes,No,2,0,1,No,No,Shen,Gragas,Corki,Kalista,Thresh,Chogath,RekSai,Syndra,Tristana,Blitzcrank
PDS,GG,redTeam,-6206,5,0,1,No,No,5,0,1,Yes,Yes,Chogath,Maokai,Syndra,Caitlyn,Blitzcrank,XinZhao,Sejuani,Zed,KogMaw,Braum
D9,GG,redTeam,-4574,2,0,1,No,No,5,0,2,Yes,Yes,Gnar,Elise,Syndra,Xayah,Alistar,Rumble,Gragas,Galio,Kalista,Rakan
GG,D9,redTeam,1887,4,0,1,No,No,4,0,2,Yes,No,Rumble,JarvanIV,Galio,Twitch,Thresh,Fiora,Sejuani,Corki,Tristana,Morgana
LYN,ZTG,blueTeam,8085,7,1,1,Yes,No,1,0,0,No,No,Chogath,Kayn,Lux,Draven,Ashe,Shen,Gragas,Taliyah,Varus,Braum
INF,PDS,blueTeam,11213,8,1,1,Yes,Yes,1,0,1,No,No,Rumble,JarvanIV,Lucian,Xayah,Thresh,Olaf,RekSai,Corki,Jhin,Morgana
LYN,JTH,blueTeam,3508,4,0,3,No,No,2,0,0,Yes,No,Galio,JarvanIV,Orianna,Tristana,Lulu,Chogath,Gragas,Taliyah,Sivir,Sona
LYN,JTH,redTeam,-10391,0,0,0,Yes,No,6,0,2,No,Yes,Chogath,RekSai,Orianna,Caitlyn,Braum,DrMundo,JarvanIV,Syndra,Kalista,Thresh
INF,PDS,blueTeam,6388,6,1,2,Yes,No,1,0,1,No,No,Chogath,JarvanIV,Syndra,Tristana,Braum,Shen,RekSai,Ekko,Kalista,Thresh
PDS,INF,blueTeam,7368,5,0,2,Yes,Yes,2,0,1,No,No,Gnar,JarvanIV,Corki,Kalista,Thresh,Camille,Gragas,Cassiopeia,Tristana,Alistar
INF,PDS,blueTeam,5105,4,0,2,No,No,0,0,0,Yes,No,Maokai,JarvanIV,Galio,Xayah,Thresh,Kled,RekSai,Corki,Tristana,Braum
PDS,INF,redTeam,4246,3,0,1,Yes,No,1,0,1,No,No,Gnar,JarvanIV,Vladimir,Tristana,Rakan,Chogath,Maokai,Syndra,Sivir,Thresh
INF,LYN,redTeam,-3902,1,0,0,No,No,3,0,0,No,No,Shen,Poppy,Anivia,Xayah,Thresh,Kennen,JarvanIV,Leblanc,Tristana,Alistar
INF,LYN,redTeam,3056,3,0,2,Yes,No,0,0,0,No,No,Chogath,JarvanIV,Galio,Tristana,Braum,Maokai,Gragas,Lucian,Xayah,Blitzcrank
RPG,BC,blueTeam,1921,3,0,3,No,No,1,0,0,Yes,No,Gragas,LeeSin,Karma,Varus,Zyra,Galio,Elise,Orianna,Xayah,Thresh
DFM,7h,blueTeam,5523,4,0,2,No,No,1,0,0,No,No,Gragas,LeeSin,Ahri,KogMaw,Lulu,Sejuani,Rengar,Orianna,Ashe,Karma
7h,DFM,redTeam,-4119,1,0,1,Yes,No,4,0,1,No,No,Gragas,LeeSin,Orianna,Ashe,MissFortune,Fiora,Sejuani,Galio,Varus,Zyra
USG,RJ,redTeam,-365,2,0,0,No,No,0,0,2,No,Yes,Kled,Evelynn,Syndra,Varus,Thresh,Galio,LeeSin,AurelionSol,Ashe,TahmKench
RJ,USG,redTeam,-2879,0,0,0,No,No,2,0,2,Yes,No,Gragas,Elise,Anivia,Varus,Thresh,JarvanIV,LeeSin,Orianna,Ashe,Zyra
USG,RJ,blueTeam,91,3,0,0,No,No,3,0,3,No,No,Nautilus,LeeSin,Orianna,Ashe,Zyra,Gragas,Elise,Taliyah,Varus,Thresh
BC,7h,blueTeam,-6427,0,0,0,Yes,No,4,0,3,No,No,Fiora,Gragas,Cassiopeia,Kalista,Thresh,Shen,Rengar,Taliyah,Caitlyn,Zyra
BC,7h,redTeam,-5619,2,0,1,Yes,No,5,0,1,No,Yes,Fiora,Olaf,Viktor,Ezreal,Zyra,Gragas,Graves,Orianna,Twitch,Karma
RJ,RPG,redTeam,-10705,1,0,0,Yes,No,6,1,1,No,No,Gragas,Zac,Syndra,Ashe,TahmKench,Kennen,Ivern,Galio,Xayah,Thresh
USG,DFM,redTeam,885,3,0,0,No,Yes,2,0,1,No,No,Kennen,Warwick,Cassiopeia,Ashe,Zyra,Urgot,Elise,Velkoz,Caitlyn,Thresh
RPG,7h,blueTeam,5888,3,1,2,No,No,1,0,0,No,No,Kled,Ivern,Galio,Varus,Braum,Renekton,LeeSin,Orianna,Ezreal,Zyra
USG,BC,blueTeam,6589,6,1,1,Yes,No,1,0,1,No,No,Kennen,Ivern,Cassiopeia,Caitlyn,TahmKench,Kled,LeeSin,Leblanc,Ashe,Lulu
BC,USG,redTeam,-1978,2,0,0,No,No,4,0,2,Yes,No,JarvanIV,Rengar,Orianna,Caitlyn,Lulu,Kled,LeeSin,Syndra,Xayah,Rakan
RJ,DFM,redTeam,-8340,0,0,0,No,No,4,0,2,No,Yes,Gragas,Zac,Katarina,Ashe,Braum,Fiora,Sejuani,Orianna,Caitlyn,Thresh
DFM,RJ,blueTeam,2497,3,0,2,Yes,No,0,0,1,No,No,JarvanIV,Elise,Syndra,Twitch,Thresh,Nautilus,LeeSin,Leblanc,Ashe,Braum
DFM,BC,redTeam,-7293,1,0,0,Yes,No,4,0,3,No,Yes,Renekton,Ivern,Leblanc,Xayah,Thresh,Gragas,Graves,Zed,Caitlyn,Morgana
BC,DFM,redTeam,-7892,2,0,1,Yes,No,6,0,1,No,Yes,Galio,Graves,Cassiopeia,Caitlyn,Nami,Fiora,Zac,Orianna,Xayah,Thresh
USG,RPG,redTeam,1573,4,0,1,Yes,No,2,0,2,No,No,Kennen,Nidalee,Syndra,Caitlyn,Thresh,Pantheon,LeeSin,Orianna,Varus,Lulu
USG,RPG,redTeam,4985,3,0,2,No,No,3,0,1,Yes,No,JarvanIV,Nidalee,Syndra,Caitlyn,TahmKench,Camille,LeeSin,Orianna,Varus,Lulu
7h,RJ,redTeam,39,2,0,0,No,No,2,0,2,Yes,No,JarvanIV,Zac,Orianna,Jhin,TahmKench,Poppy,LeeSin,Syndra,Ashe,Lulu
RJ,7h,redTeam,1683,3,0,0,Yes,Yes,0,0,2,No,No,Shen,LeeSin,Anivia,Ashe,Karma,Fiora,Khazix,Cassiopeia,Caitlyn,Braum
RJ,7h,redTeam,-4100,1,0,1,No,No,3,0,1,Yes,No,Galio,RekSai,Taliyah,Caitlyn,Zyra,Fiora,Khazix,Syndra,Sivir,Nami
RJ,BC,redTeam,3274,4,0,0,Yes,No,1,0,0,No,No,Renekton,Elise,Malzahar,Ashe,Braum,Kennen,Gragas,Leblanc,Caitlyn,Thresh
RJ,BC,blueTeam,6509,5,0,1,Yes,No,0,0,0,No,No,Poppy,Elise,Taliyah,Caitlyn,Braum,Renekton,Gragas,Cassiopeia,Kalista,Thresh
BC,RJ,redTeam,-2352,0,0,1,No,No,2,0,1,No,No,JarvanIV,Graves,Syndra,Xayah,Thresh,Poppy,LeeSin,Leblanc,Jhin,Braum
7h,USG,blueTeam,1025,2,0,2,No,No,1,0,1,Yes,No,Shen,Khazix,Orianna,Caitlyn,Braum,Renekton,LeeSin,Karma,Ashe,TahmKench
USG,7h,blueTeam,6759,3,0,2,Yes,Yes,0,0,1,No,No,Gnar,Zac,Syndra,Ashe,Rakan,Renekton,LeeSin,Orianna,Varus,Alistar
DFM,RPG,redTeam,-2414,1,0,0,No,No,1,0,1,No,No,Shen,Khazix,Orianna,Caitlyn,Karma,JarvanIV,RekSai,Syndra,Varus,Braum
RPG,DFM,redTeam,296,2,0,0,Yes,No,4,0,1,No,No,Kled,LeeSin,Syndra,Varus,Braum,Shen,Gragas,Ziggs,Ashe,Thresh
DFM,RPG,blueTeam,5411,6,1,2,Yes,No,1,0,1,No,No,Renekton,LeeSin,Ziggs,Ashe,TahmKench,Kennen,Ivern,Karma,Caitlyn,Braum
RJ,USG,redTeam,2243,5,0,0,Yes,Yes,3,0,3,No,No,Poppy,RekSai,Taliyah,Kalista,Thresh,Renekton,Elise,Syndra,Varus,TahmKench
RJ,USG,blueTeam,2155,3,0,1,No,Yes,1,0,1,Yes,No,Poppy,Elise,Leblanc,Kalista,Thresh,Shen,LeeSin,Corki,Varus,Braum
7h,DFM,blueTeam,2031,3,0,2,No,No,3,0,1,Yes,No,Shen,Khazix,Taliyah,Caitlyn,Braum,JarvanIV,LeeSin,Orianna,Kalista,Rakan
BC,RPG,redTeam,1229,4,0,0,Yes,No,2,0,2,No,Yes,Gragas,Olaf,Azir,Caitlyn,TahmKench,Camille,LeeSin,Taliyah,Varus,Braum
RPG,BC,blueTeam,-3303,1,0,0,No,No,4,0,1,Yes,No,Camille,Zac,Taliyah,Xayah,Lulu,Shen,Olaf,Syndra,Varus,Rakan
DFM,USG,blueTeam,5131,3,0,1,No,No,2,0,1,No,Yes,JarvanIV,Sejuani,Velkoz,Caitlyn,Braum,Renekton,Zac,Taliyah,Kalista,Thresh
DFM,RJ,blueTeam,5368,5,1,2,Yes,No,2,0,0,No,No,Chogath,Gragas,Ziggs,Xayah,Rakan,Maokai,Khazix,Katarina,Caitlyn,Braum
RJ,DFM,redTeam,-1565,2,0,0,No,No,2,0,2,No,No,JarvanIV,Chogath,Taliyah,Caitlyn,Taric,Galio,Maokai,Heimerdinger,Sivir,Janna
RPG,7h,blueTeam,-123,2,0,1,No,Yes,3,0,2,Yes,No,Maokai,Gragas,Viktor,KogMaw,Janna,Shen,RekSai,Lucian,Sivir,Braum
7h,RPG,redTeam,-2569,4,0,2,Yes,No,7,2,0,No,Yes,Jax,RekSai,Orianna,Varus,Blitzcrank,Camille,Maokai,Galio,Tristana,Janna
USG,BC,blueTeam,4346,4,0,2,Yes,No,1,0,0,No,No,Maokai,Warwick,Jayce,Tristana,Thresh,Chogath,Gragas,Orianna,KogMaw,Morgana
RPG,USG,blueTeam,8243,6,0,1,Yes,No,1,0,0,No,No,Maokai,RekSai,Orianna,Tristana,Braum,Trundle,Kayn,Yasuo,Varus,Alistar
RJ,7h,redTeam,-1642,1,0,0,No,Yes,4,0,2,Yes,No,Poppy,Khazix,Taliyah,Kalista,Thresh,Shen,Sejuani,Lucian,Varus,Braum
USG,7h,redTeam,-2780,2,0,1,Yes,No,4,1,1,No,Yes,Chogath,LeeSin,Syndra,Tristana,Soraka,Gragas,JarvanIV,Orianna,Kalista,Janna
7h,USG,blueTeam,970,2,0,1,No,No,1,0,1,Yes,No,Chogath,RekSai,Orianna,Kalista,Taric,Maokai,JarvanIV,Corki,Varus,Blitzcrank
DFM,RPG,blueTeam,6593,5,0,0,No,Yes,0,0,1,No,No,JarvanIV,Zac,Karma,Caitlyn,Morgana,Maokai,RekSai,Cassiopeia,Xayah,Taric
M19,VEG,redTeam,1995,4,0,1,Yes,No,2,0,2,No,No,Renekton,Elise,Corki,Varus,Braum,Gragas,RekSai,Viktor,Caitlyn,Thresh
GMB,NV,blueTeam,3474,3,0,2,Yes,No,0,0,1,No,No,Shen,Gragas,Heimerdinger,Caitlyn,Rakan,Renekton,Khazix,Corki,Ashe,Braum
JSA,M19,blueTeam,6554,4,0,1,Yes,Yes,2,0,2,No,No,Shen,Warwick,Orianna,Xayah,Rakan,Gragas,Khazix,Syndra,Tristana,Lulu
VEG,GMB,redTeam,-6543,2,0,0,Yes,No,3,0,2,No,Yes,Renekton,RekSai,Vladimir,Ashe,Thresh,Gragas,Warwick,Ahri,Varus,Alistar
ROX,M19,redTeam,-5657,3,0,1,Yes,No,4,0,1,No,Yes,Jayce,Khazix,Orianna,Kalista,Thresh,Shen,RekSai,Leblanc,Varus,Braum
ROX,VS,redTeam,-4583,4,0,1,Yes,No,6,0,2,No,Yes,Renekton,Gragas,Vladimir,KogMaw,Lulu,Kled,LeeSin,Leblanc,Caitlyn,Bard
GMB,ROX,blueTeam,3096,5,0,1,No,Yes,4,0,1,Yes,No,Kennen,Gragas,Karma,Caitlyn,Braum,Jayce,Khazix,Corki,Varus,Thresh
VEG,VP,redTeam,-3382,2,0,2,No,No,3,0,1,Yes,No,Mordekaiser,Khazix,Galio,Varus,Alistar,Renekton,RekSai,Corki,Caitlyn,Braum
ROX,NV,blueTeam,8382,4,0,1,Yes,Yes,1,0,1,No,No,Rumble,RekSai,Orianna,Kalista,Rakan,Kled,Khazix,Cassiopeia,Caitlyn,Gragas
VS,VEG,blueTeam,-1930,2,0,3,Yes,No,4,0,0,No,No,Kled,RekSai,Cassiopeia,Xayah,Rakan,Shen,Gragas,Corki,Varus,Thresh
NV,JSA,redTeam,-223,3,0,1,No,No,2,0,0,No,No,Rumble,RekSai,Viktor,Kalista,Thresh,Shen,Hecarim,Orianna,Jhin,TahmKench
VS,M19,redTeam,-7976,2,0,1,No,No,7,1,2,Yes,No,Camille,Khazix,Viktor,Ashe,Thresh,Rumble,RekSai,Taliyah,Varus,Blitzcrank
JSA,VEG,blueTeam,5095,5,0,1,Yes,No,2,0,1,No,No,Fiora,Rammus,Anivia,Caitlyn,Zilean,Kennen,Khazix,Galio,Varus,Lulu
GMB,JSA,blueTeam,3741,3,0,2,No,No,2,0,0,Yes,No,Kennen,Warwick,Ziggs,Varus,Trundle,Camille,Sejuani,Orianna,MissFortune,TahmKench
VP,M19,blueTeam,6439,5,0,1,Yes,Yes,3,0,1,No,No,Rumble,RekSai,Syndra,Ashe,TahmKench,Fiora,Warwick,Karma,Varus,Galio
VS,GMB,redTeam,-7812,0,0,1,Yes,No,4,0,2,No,No,Akali,RekSai,Viktor,Caitlyn,Morgana,Fiora,Warwick,Taliyah,Jhin,Thresh
ROX,VEG,blueTeam,6981,7,1,2,Yes,Yes,3,0,0,No,No,Jax,Elise,Kassadin,Ashe,TahmKench,Rumble,RekSai,Corki,Kalista,Braum
JSA,VP,redTeam,-2341,2,0,1,No,No,3,0,1,Yes,No,Fiora,Warwick,Taliyah,Caitlyn,Zilean,Gnar,Elise,Syndra,Ashe,Blitzcrank
NV,VS,redTeam,2430,5,1,1,Yes,Yes,3,0,1,No,No,Renekton,Elise,Karma,Lucian,Braum,Kled,RekSai,Orianna,Xayah,Rakan
M19,ROX,redTeam,1141,3,0,2,No,No,2,0,1,Yes,No,Shen,RekSai,Corki,Caitlyn,Bard,Jax,Gragas,Taliyah,Jhin,Braum
VP,NV,blueTeam,2434,4,0,2,Yes,No,1,0,0,No,No,Jayce,Elise,Syndra,Ashe,Karma,Renekton,Nidalee,Kassadin,Varus,Braum
M19,VS,blueTeam,1179,3,0,1,No,No,4,0,1,Yes,No,Chogath,RekSai,Cassiopeia,Jhin,Blitzcrank,Kled,Khazix,Corki,Caitlyn,Thresh
